penetration_rate,spend_per_consumer,adult_share,addressable_channel_share,achievable_share,tam_usd,sam_usd,som_usd
0.10556743749301345,361.66888319987834,0.6701049555666435,0.5276563805478076,0.029888348930177493,20972741147.098778,11066400683.844215,330756445.0398907
0.11789629787385145,356.317104920921,0.6878127244999341,0.5916630659525994,0.015218256663246471,23685267118.022724,14013697760.955614,213264049.32738492
0.10227244175153896,272.18896885798097,0.6833511068941245,0.5894163342560088,0.028485764235096807,15593524593.55423,9191078104.063654,261814883.9387178
0.10365669122968207,305.2417723754262,0.6711248274050844,0.5376754517179185,0.023058445745388026,17406676410.60127,9359142601.977674,215807281.91105193
0.09923197249808857,330.6753677576197,0.6849671874278294,0.3965111821397038,0.014326457121503038,18424447744.868443,7305499555.588986,104661926.1343051
0.06956602614875909,246.99002119028995,0.7264649772767425,0.5741837430322972,0.0318797361053537,10232047017.27292,5875075055.260218,187295842.36084202
0.07970809826380759,230.9784066890374,0.6481115882524837,0.5259034138874251,0.024814683203886755,9781261224.709377,5143998670.199358,127646697.40221182
0.07063696707112715,412.2759447279042,0.7185453819884587,0.4681928144737363,0.026572175765495667,17153213137.878597,8031011136.29125,213401439.48818418
0.10955061002545294,310.3412121407698,0.6253271823896457,0.4417946963432881,0.029018825708787135,17427408127.790047,7699336481.867555,223425703.4406209
0.09364047460834607,419.21366883691496,0.6608331369799383,0.42231302673017684,0.02754140838017936,21264838824.576424,8980418446.936245,247333371.8719672
0.10297413594883303,264.77144025478174,0.6588025763324902,0.39754640329824376,0.028994800858983753,14724000561.895185,5853473465.542751,169720297.46675757
0.12960512644480035,326.9334192344677,0.6873648152613047,0.5448080143631847,0.029657213047733992,23874816184.744938,13007191198.896915,385757040.53829634
0.08995750364993635,243.1747917899915,0.639682482549955,0.45301909993999845,0.026402874890406977,11470745595.903868,5196466845.497071,137201663.993807
0.09843668199686684,250.9297115803003,0.7148524527785709,0.38303607304063964,0.022827198599401605,14474271271.332783,5544168027.8962555,126557824.64124057
0.11683345244743913,292.2248694652761,0.7075711158393593,0.48370556956570476,0.020460113162502316,19802759898.365067,9578705255.611572,195981393.48006845
0.08869971072623975,261.64724311336477,0.689557391739729,0.4973679701517777,0.033389890809809135,13118374563.981747,6524659328.578313,217857662.55243245
0.07664715217037602,230.8532064285814,0.6741684972310102,0.43726603228350486,0.036321165957426065,9778486291.39917,4275799902.378759,155302037.85504508
0.09229713966421121,251.25387586450069,0.723467726115009,0.39452162538940755,0.022686537738650134,13752809152.523396,5425780620.52385,123092176.80915087
0.08409142241783195,187.3388187302266,0.7078436105028649,0.44225316655493785,0.017109136943577265,9140880564.582228,4042583374.7869782,69165112.56505916
0.13221347238895625,327.22217095644595,0.6774066003450283,0.5298318856045658,0.020007087348594202,24023655927.395245,12728498919.127127,254660189.69146332
